,Jurisdiction,Takers,Passers,Pass Rate,Poverty Rate,Num Lawyers,Num Complaints,Complaints Per Lawyer,No HS,HS,Some Coll,Percent with BA,"Asian, Hispanic","Asian, Not Hispanic","Black, Hispanic","Black, Not Hispanic","Multiracial, Hispanic","Multiracial, Not Hispanic","Native, Hispanic","Native, Not Hispanic","Pacific, Hispanic","Pacific, Not Hispanic","White, Hispanic","White, Not Hispanic",Unemployment Rate,Year
150,Missouri,883,638,0.7225368063420159,0.098,30928,1748,0.056518365235385414,0.10400000000000001,0.307,0.302,0.28600000000000003,0.0004167195529682243,0.020706110127984033,0.002217712524930072,0.11602037564221122,0.002086701516901645,0.021309544870698506,0.0013811696669330993,0.004363385330981669,0.000253200825990101,0.0012870769728877457,0.036506168380509546,0.7934518345870041,0.032,2018
151,Montana,117,86,0.7350427350427351,0.11900000000000001,4035,286,0.07087980173482032,0.068,0.292,0.327,0.312,0.00038277872843923386,0.008613464194632613,0.0005911385781561568,0.005310819155906908,0.0031046560412571356,0.024556292514601688,0.0057567658025861135,0.06106546364780586,0.00014613473622680112,0.0007014467338886454,0.0298821965465062,0.8598888433199926,0.036000000000000004,2018
152,Nebraska,195,136,0.6974358974358974,0.10300000000000001,6952,450,0.06472957422324511,0.08900000000000001,0.263,0.335,0.313,0.000851676400358535,0.025935104335552194,0.0030198160171249276,0.048529456059210205,0.003516800355626829,0.01901263700824776,0.006618668123518005,0.008406669249392661,0.0005738429404854764,0.0006205812795295422,0.09680081262392151,0.7861139356070324,0.028999999999999998,2018
153,Nevada,500,272,0.544,0.13,9056,1485,0.16397968197879859,0.13699999999999998,0.281,0.33899999999999997,0.242,0.004347709755855056,0.08175887684935394,0.009459126011902855,0.0916176935469113,0.010384360400760932,0.034206585911530946,0.008156002247516881,0.008639925267751468,0.001556811736768339,0.006286374742719767,0.25588494986194155,0.48770158366698696,0.044000000000000004,2018
154,New Hampshire,205,94,0.4585365853658537,0.073,5400,163,0.030185185185185186,0.071,0.276,0.28800000000000003,0.365,0.0003649891205166,0.02905136076662492,0.0030093131333281615,0.014233836855773884,0.0019106515499107846,0.015509082244461438,0.0008659256057600307,0.0021396933057005537,0.0001824945602583,0.0002837162394299077,0.03245226141791624,0.8999966752003192,0.026000000000000002,2018
155,New Jersey,1446,778,0.5380359612724758,0.11199999999999999,75207,3500,0.0465382211762203,0.105,0.275,0.23199999999999998,0.389,0.0018044063571732018,0.09696967991874882,0.020746509265954123,0.1290556801269409,0.00704702046190507,0.015494892260600213,0.004671830205294269,0.0014303358363272668,0.0007752622798157782,0.00034953761665086473,0.17075779102579614,0.5508970546447933,0.040999999999999995,2018
156,New Mexico,300,205,0.6833333333333333,0.19699999999999998,7400,625,0.08445945945945946,0.147,0.264,0.317,0.271,0.002300810277048139,0.015331567547059097,0.007082099504907679,0.018559391725970868,0.01051396231067294,0.015022881474582856,0.021202337030717132,0.0882077619734119,0.0009346593773429202,0.0006575108912187413,0.448761695785575,0.3714253221014927,0.049,2018
157,New York,13438,7516,0.5593094210447983,0.142,73305,8579,0.11703158038332992,0.135,0.261,0.244,0.359,0.002028995792241522,0.08703356125038408,0.031058223172742774,0.14468413803725289,0.008163908574915012,0.017832449606256438,0.00679229984141094,0.0029138749221660175,0.0009283499308332964,0.00045298725045955394,0.1427063446017944,0.5554048670195431,0.040999999999999995,2018
158,North Carolina,1202,567,0.4717138103161398,0.153,28972,1252,0.0432141377882093,0.126,0.259,0.31,0.305,0.0010822978891049226,0.03011920592316321,0.008438956751911914,0.21374487495442665,0.0034849105847211633,0.01938436360816694,0.004565281991289409,0.011217040893926427,0.0005747660648174682,0.0006584717310360672,0.0776583412118442,0.6290714883955917,0.04,2018
159,North Dakota,84,49,0.5833333333333334,0.107,3033,149,0.0491262776129245,0.075,0.268,0.363,0.295,0.00044454411143942594,0.016316219924018573,0.001357376530181511,0.03177237230899114,0.002152807091599831,0.01993457154917687,0.004378165892781764,0.0513494617982271,0.00013191219924018574,0.000592285774588434,0.03100991979738286,0.8405603630223724,0.026000000000000002,2018
160,Ohio,1237,798,0.645109135004042,0.136,44856,2693,0.060036561441055826,0.099,0.33299999999999996,0.29100000000000004,0.278,0.0003449710829788202,0.023956991321168165,0.003700474318110442,0.1261906448261489,0.0020753076670165767,0.021100788337716413,0.000925032936259741,0.0019510392853377611,0.0001876443999023324,0.0003945585350753288,0.03208436615545915,0.7870881811348264,0.045,2018
161,Oklahoma,363,261,0.71900826446281,0.142,18033,1159,0.06427105861476183,0.122,0.313,0.313,0.252,0.0007250836561778675,0.022627076811408457,0.0035391290113406942,0.07416029754570476,0.005894826070018667,0.0553921276269055,0.010098128664914656,0.08375617190345246,0.00036749077148951777,0.0016780725007518587,0.08811327243172044,0.6536483230061151,0.034,2018
162,Oregon,622,433,0.6961414790996785,0.11900000000000001,15185,1580,0.10405004939084624,0.096,0.23,0.345,0.32899999999999996,0.0013814341184814698,0.04641542117599571,0.00258352331938269,0.01933051259646963,0.006429395731973564,0.03249347304063286,0.007029364262918693,0.011169123213784403,0.0004969049849756784,0.004013500128889214,0.11433166757773885,0.7543256798487572,0.040999999999999995,2018
163,Pennsylvania,1808,1187,0.6565265486725663,0.12300000000000001,65504,4326,0.06604176844162189,0.098,0.35100000000000003,0.243,0.308,0.0007843966239306825,0.03589124283391462,0.011018815675933344,0.1086032709206415,0.003991978077829081,0.016739341119334998,0.0024173258769954226,0.0014634883331060059,0.00045660773497409015,0.0003073997326130102,0.05739266280975699,0.7609334702609702,0.042,2018
164,Rhode Island,115,62,0.5391304347826087,0.11800000000000001,5245,310,0.05910390848427073,0.12,0.282,0.265,0.33299999999999996,0.0014873092081826573,0.035208785518484116,0.023178022596894794,0.060332405103719504,0.007264570007946804,0.021015093259200954,0.006402799996598276,0.004312629749774872,0.0013484054892481908,0.0006245942735760715,0.11940617242770628,0.7194192123686675,0.04,2018
165,South Carolina,653,395,0.6049004594180705,0.14300000000000002,12812,1384,0.10802372775522948,0.129,0.295,0.302,0.27399999999999997,0.0005210304325831072,0.017123392751913984,0.00528170260707972,0.2659314545029696,0.002061895819089737,0.017179449253720776,0.0017674516674940736,0.0036798634817657053,0.00037508683840543054,0.0005951823665520885,0.04820269086943831,0.6372807994089874,0.035,2018
166,Tennessee,900,504,0.56,0.147,22956,1360,0.059243770691758145,0.13,0.324,0.28,0.266,0.0005670716552629639,0.018476494067677342,0.0033045214660987875,0.16747471916293136,0.001985193818151048,0.017557660776259074,0.0018803446318914896,0.0028223628842150438,0.0004078781020407048,0.0005300052527965566,0.047811081259448426,0.7371826669232272,0.035,2018
167,Texas,4068,2403,0.5907079646017699,0.147,103342,8015,0.07755801126357144,0.168,0.25,0.289,0.293,0.0017975339821981228,0.049355320991903706,0.008074564144902874,0.11994998299955716,0.005462077764992613,0.014875509742577597,0.006856414476315452,0.0032395501767354443,0.0005872435690856151,0.0008674522242845685,0.37276637339651103,0.4161679765309358,0.038,2018
168,Utah,358,266,0.7430167597765364,0.09300000000000001,9572,934,0.09757626410363561,0.08,0.22899999999999998,0.358,0.33299999999999996,0.001240189627562588,0.02479427946282761,0.0028916617779962263,0.011527960552393334,0.004935390274452601,0.020803221765946314,0.005980561589319973,0.009451253349399882,0.000810515133738168,0.009667200456628245,0.12656847045393288,0.7813292955558022,0.03,2018
169,Vermont,117,80,0.6837606837606838,0.107,2744,131,0.04774052478134111,0.07400000000000001,0.292,0.261,0.373,0.0002562632335935473,0.018702411116699073,0.0009417673834562863,0.012675420191620834,0.0015087497877820097,0.018008898740786535,0.0005894054372651587,0.0033122022941965987,8.008226049798353e-05,0.00032032904199193413,0.016650703602740735,0.9269537669093693,0.025,2018
170,Virginia,1104,731,0.6621376811594203,0.109,31858,3156,0.09906459915876703,0.107,0.24100000000000002,0.27,0.382,0.0012975683914174868,0.06688717448160196,0.007442521049168326,0.19098439930147038,0.004138550332267377,0.026747600304236323,0.0027365271560091027,0.0026580684381163036,0.000410996642155081,0.0007556503804247969,0.08002353996795308,0.6159174035551798,0.03,2018
171,Washington,1006,629,0.6252485089463221,0.114,32297,2168,0.0671269777378704,0.08900000000000001,0.222,0.337,0.353,0.0021086225717114426,0.09066199850103716,0.0035825982616124762,0.03933268907260347,0.006979387865471874,0.040686380903229444,0.006581321391959377,0.012741715731626906,0.0007319372519643816,0.007032817822851515,0.10852116112069468,0.6810393695052372,0.045,2018
172,Wisconsin,202,128,0.6336633663366337,0.114,21000,1660,0.07904761904761905,0.081,0.309,0.315,0.295,0.0005164095639257872,0.02922871244063184,0.003065912732810484,0.06402979230313845,0.002635255740686978,0.016956107425587258,0.0027475261760586396,0.008926188387724226,0.00018355871795428113,0.00038726412446452,0.06049843940650955,0.810824832980508,0.03,2018
173,Wyoming,84,58,0.6904761904761905,0.098,2963,150,0.05062436719541006,0.071,0.287,0.373,0.26899999999999996,0.000763502833270718,0.010167918684351308,0.0016378087988074812,0.011175534668395657,0.004023538740410768,0.017564027763109828,0.006184199819598651,0.021275932694022344,0.00030470861373162444,0.0007029073703127245,0.08747734162510107,0.8387225783888879,0.039,2018
