,Jurisdiction,Takers,Passers,Pass Rate,Poverty Rate,Num Lawyers,Num Complaints,Complaints Per Lawyer,No HS,HS,Some Coll,Percent with BA,"Asian, Hispanic","Asian, Not Hispanic","Black, Hispanic","Black, Not Hispanic","Multiracial, Hispanic","Multiracial, Not Hispanic","Native, Hispanic","Native, Not Hispanic","Pacific, Hispanic","Pacific, Not Hispanic","White, Hispanic","White, Not Hispanic",Unemployment Rate,Year
46,Arizona,988,505,0.5111336032388664,0.132,18555,3569,0.19234707625976827,0.132,0.24,0.33899999999999997,0.289,0.0025882169209597594,0.03293108038643022,0.0067387285422194155,0.042380197179916874,0.007907280028214662,0.019690042114532163,0.013230233024524165,0.04008415414794718,0.0008308514880698544,0.0018136967891991323,0.2796065218744309,0.5521989975035556,0.054000000000000006,2016
47,Arkansas,357,204,0.5714285714285714,0.14800000000000002,8714,725,0.08319944916226761,0.138,0.341,0.295,0.226,0.0005548647153533977,0.015576681367181308,0.002362941057246386,0.15450590952661578,0.00203249721229813,0.01833662327863172,0.002321468347961382,0.007402544150040235,0.00035653151691785525,0.0029465691032329313,0.06574762251004877,0.7278557472144721,0.04,2016
48,Colorado,1171,810,0.6917164816396243,0.077,26305,3549,0.13491731609960084,0.086,0.214,0.298,0.401,0.0016545665766719653,0.031558984440936126,0.005179253739022587,0.039978408492900165,0.007758319545278528,0.021955277056406007,0.009467045420695893,0.006387186632040822,0.0005686726368266984,0.0013036143208017743,0.188905287121009,0.6852833840174104,0.033,2016
49,Delaware,198,130,0.6565656565656566,0.092,3541,153,0.043208133295679185,0.102,0.316,0.268,0.314,0.0006354585892819318,0.03879775028690481,0.010490862779936369,0.21615919554947144,0.0034396962444713523,0.022241050624867614,0.003281621968530573,0.0030982558084392694,0.000611220533637679,0.00035724786362616065,0.07164031568486734,0.6292473240659654,0.045,2016
50,Florida,4637,2515,0.5423765365538064,0.13699999999999998,86977,6666,0.07664095105602631,0.12,0.28800000000000003,0.3,0.292,0.001093459390669512,0.027157087569457592,0.012856152312392519,0.1556029096886469,0.004781240932813033,0.016151520677467463,0.002393434159603448,0.002536835488743602,0.00047983171398013056,0.0006307523956293255,0.22967779768546567,0.5466389779851308,0.048,2016
51,Georgia,1975,1228,0.6217721518987341,0.133,38560,3105,0.08052385892116183,0.133,0.27899999999999997,0.282,0.307,0.0008633367275325207,0.03989763043480371,0.008695006450272717,0.3115246813934142,0.003006050346101541,0.01762783333931929,0.0028572427001258994,0.002262303324923873,0.0005431042265060101,0.0006061023753893703,0.07804529071849922,0.5340714179631116,0.054000000000000006,2016
52,Hawaii,283,200,0.7067137809187279,0.10300000000000001,4858,336,0.069164265129683,0.08199999999999999,0.27699999999999997,0.317,0.325,0.011715102493136885,0.3649376312993018,0.002178543934086087,0.01935191470194927,0.04373269335978408,0.19219801073020448,0.0017673525227328607,0.0021253062045071343,0.007271153066178,0.09437928660041371,0.03742332190823637,0.22291968317946928,0.03,2016
53,Idaho,202,145,0.7178217821782178,0.11699999999999999,5099,373,0.07315159835261816,0.094,0.27699999999999997,0.359,0.26899999999999996,0.0009890750008915942,0.014151975178021612,0.0015073883427049774,0.007099466232361297,0.0043735660195675175,0.01925962029981336,0.006339828100666913,0.011179995007073312,0.0003928957785993652,0.001663714499696858,0.11037221079660957,0.8226702647439936,0.038,2016
54,Illinois,2891,1993,0.6893808370805949,0.109,69572,5401,0.07763180589892485,0.111,0.261,0.287,0.341,0.0012227266476643277,0.05449042773358693,0.00524338820081265,0.1413217256981714,0.0036642019473926463,0.015604116741846884,0.0042888252565592665,0.0015093763306297783,0.0003601256017010845,0.00028118968900420395,0.15451689310431624,0.6174970030483147,0.057999999999999996,2016
55,Indiana,766,467,0.6096605744125326,0.114,18590,1437,0.07729962345346961,0.114,0.335,0.29100000000000004,0.259,0.0004844517224414196,0.0221257572761212,0.003301627420148368,0.09360997023953078,0.0021975176295810383,0.017758305920259308,0.0017276868832058344,0.002267004948823569,0.000275839033001804,0.00034894391333288317,0.05969382771727072,0.796209067296283,0.044000000000000004,2016
56,Iowa,260,178,0.6846153846153846,0.091,9600,906,0.094375,0.08,0.311,0.326,0.282,0.0004502820010787607,0.024571665254612116,0.0016283602294330502,0.035501701970159394,0.001997846949467182,0.016040577753322745,0.0021798758435202983,0.002972180556056756,0.0002091735536926158,0.0009641144406076444,0.05220684486124448,0.8612773765868049,0.036000000000000004,2016
57,Kansas,215,155,0.7209302325581395,0.147,11248,497,0.044185633001422475,0.09300000000000001,0.26,0.318,0.32899999999999996,0.0007661008284882323,0.02984392155677185,0.0037659180636269067,0.05793577395422084,0.004078542168525693,0.024665354790569333,0.003866919697517284,0.007888090189649463,0.0002882325538572318,0.0008348094229714818,0.10429346265206929,0.7617728741217324,0.04,2016
58,Kentucky,564,394,0.6985815602836879,0.14400000000000002,18447,1142,0.06190708516289912,0.14300000000000002,0.33,0.29100000000000004,0.23600000000000002,0.00037042194303883887,0.014801556132668738,0.002175890939127778,0.08062963618887194,0.0013753379198960295,0.017336828458138942,0.0008773862811394395,0.00209319942264648,0.00024784923196029366,0.000587402679745896,0.030623124513595883,0.8488813662891698,0.051,2016
59,Maine,189,129,0.6825396825396826,0.12,5319,240,0.04512126339537507,0.077,0.318,0.29600000000000004,0.309,0.00022759417929764286,0.01205122446419598,0.000753389312988567,0.014747802364125148,0.0010681152572978487,0.015956380035709,0.0005265462695961968,0.006500330124230368,6.609995966400189e-05,0.00028618277990891724,0.013342427085359836,0.9344739081676265,0.038,2016
60,Maryland,1868,1115,0.5968950749464668,0.078,39814,1815,0.04558697945446325,0.1,0.248,0.256,0.396,0.0011788471151727136,0.06351915430837221,0.010278474105091464,0.296497623066425,0.00425097899946413,0.023462505682269635,0.0033533094920929624,0.00243565105525723,0.0005798455288845861,0.0004945594298357759,0.07816237773646362,0.5157866734806706,0.045,2016
61,Michigan,1190,779,0.6546218487394958,0.127,41857,2393,0.057170843586496885,0.095,0.29,0.32899999999999996,0.28600000000000003,0.00038460104450287327,0.03105932312829083,0.0031298706375744666,0.13842974438351327,0.002421971563239939,0.021205516748737333,0.0015832257264432362,0.00566258961420405,0.0001325552071333394,0.0002640049500676896,0.0422874225006786,0.7534391744956144,0.05,2016
62,Minnesota,872,618,0.7087155963302753,0.092,26000,1215,0.04673076923076923,0.07,0.249,0.326,0.354,0.0006462367258015219,0.04852352381352458,0.002149474971137536,0.06179047951525546,0.002619712230007402,0.021625481825701138,0.0028882381656654735,0.010675490299749546,0.00021239441842678205,0.0004619080659903845,0.04427092764031793,0.8041361323284223,0.039,2016
63,Mississippi,276,190,0.6884057971014492,0.183,9094,478,0.0525621288761821,0.161,0.303,0.318,0.218,0.00026975124651180846,0.010155163862168493,0.0034164028838617132,0.37357401659606054,0.0012737881441984406,0.011173257276422738,0.0011489528899194027,0.004905054924165093,0.00023963013958120953,0.0003396991503839772,0.024746832096248315,0.5687574507904782,0.057999999999999996,2016
64,Missouri,970,757,0.7804123711340206,0.111,30846,1723,0.05585813395578033,0.10400000000000001,0.307,0.302,0.28600000000000003,0.0004006811086003514,0.019524948929176042,0.0021059168229388705,0.11617945059539504,0.001966770902896026,0.020273084135640166,0.0013053760102248431,0.0042762317576331066,0.00023689305395723932,0.0011893936967062502,0.03485465658310519,0.7976865964037269,0.046,2016
65,Montana,159,117,0.7358490566037735,0.09699999999999999,3939,291,0.07387661843107388,0.068,0.292,0.327,0.312,0.0003487504071156612,0.008278739003073424,0.0005495460960610419,0.00515247502303386,0.002789042512002106,0.023768829399563245,0.005479128296916297,0.061383914632049105,0.000154679932632566,0.0007023045388472406,0.027965363224029382,0.8634272269346761,0.040999999999999995,2016
66,Nebraska,219,169,0.771689497716895,0.10400000000000001,7009,485,0.06919674703952061,0.08900000000000001,0.263,0.335,0.313,0.0008196824543874526,0.024172236169301684,0.0028436998849715785,0.04765073341113844,0.0032949975231106373,0.01794642782176472,0.0063596233448921504,0.008358976834787282,0.0005667458711513758,0.0006118756349652815,0.09245776693730531,0.794917234112224,0.031,2016
67,New Hampshire,278,189,0.6798561151079137,0.066,5200,246,0.04730769230769231,0.071,0.276,0.28800000000000003,0.365,0.0003203440047619509,0.028498696646892252,0.0026901446539428016,0.01323765725724443,0.001758912081960386,0.014907171012294504,0.0007993700397897054,0.00209341082181647,0.0001638969326689051,0.00027787979947955274,0.029857551215928993,0.9053949655332201,0.028999999999999998,2016
68,New Jersey,2069,1196,0.5780570323827936,0.086,75137,3600,0.04791247987010394,0.105,0.275,0.23199999999999998,0.389,0.001679550283192311,0.09379114258456399,0.019909304961081984,0.12928805848654246,0.0066220432435442605,0.014916760297546102,0.00448909667610472,0.0014253462501297794,0.0006946364752688785,0.0003405544939609351,0.16515867122648203,0.5616848350215825,0.05,2016
69,New Mexico,281,185,0.6583629893238434,0.18600000000000003,7100,651,0.09169014084507042,0.147,0.264,0.317,0.271,0.002318765747288,0.014966796230690896,0.00692474290385967,0.018162390097675018,0.01016384350960734,0.014604877535701822,0.02049119586160076,0.08791899140861434,0.0009102948418219283,0.0006267838958133131,0.44454133857326583,0.3783699793940611,0.066,2016
70,New York,14490,8275,0.5710835058661146,0.134,141858,9293,0.06550917114297396,0.135,0.261,0.244,0.359,0.0019499905976684256,0.08477184931739888,0.030691787496304773,0.14519986015687122,0.00783510653361196,0.017041038375977948,0.006737234068345069,0.002910648104854639,0.0008987732554905847,0.00043889431840430515,0.14073135878258244,0.5607934589924898,0.049,2016
71,North Carolina,1827,943,0.5161466885604816,0.145,28487,1375,0.04826763084915926,0.126,0.259,0.31,0.305,0.0010248367568087093,0.028255144272829723,0.007956837700599953,0.21400052861763338,0.0033050419171724707,0.01845562900968489,0.004412105895268321,0.011309049484834148,0.0005648566961713036,0.0006395997631856027,0.07443897400910782,0.6356373958767036,0.051,2016
72,North Dakota,107,62,0.5794392523364486,0.113,3054,176,0.05762933857236411,0.075,0.268,0.363,0.295,0.00042946102641185313,0.01475543254943441,0.0012168062415002505,0.028235736989584245,0.0019736650257013866,0.0187703629475872,0.004293284767123433,0.05130336119528017,0.00010206326862257003,0.0005381517800099147,0.02853795030446666,0.8498437239042779,0.031,2016
73,Ohio,1416,942,0.6652542372881356,0.127,45080,3906,0.08664596273291926,0.099,0.33299999999999996,0.29100000000000004,0.278,0.0003224927520785397,0.022263603443933792,0.0034694616038513475,0.12490990057906015,0.0019106320325036937,0.020092192357643774,0.0008705241452695762,0.0019200867773674036,0.00018118729247909427,0.0003655548173214364,0.03013012307499246,0.7935642411234988,0.05,2016
